question_id,topk_mass,neg_entropy,neg_logprob_var,is_correct
gsm8k_29,0.9957819701544943,-0.28848850419249916,-11.66666910647421,True
gsm8k_29,0.9908411024638923,-0.3106026983095542,-10.806357955870968,True
gsm8k_29,0.9868050972999534,-0.38807919929874696,-11.110877295011383,False
gsm8k_29,0.9954355603867204,-0.3025636313455569,-8.16214060909091,True
gsm8k_29,0.9862166028613435,-0.4751827880031484,-7.682899291286602,False
gsm8k_29,0.9867264105502697,-0.46204147867179757,-7.5759493749039395,False
gsm8k_30,0.9962276835158407,-0.25804483373409715,-14.599910057479502,True
gsm8k_30,0.9964462080014002,-0.22928692384972663,-14.489049201335769,True
gsm8k_30,0.998175498297235,-0.21367561204200103,-14.196375981371009,True
gsm8k_30,0.9958053515840976,-0.253407262008685,-15.522625926820234,True
gsm8k_30,0.9968696123577104,-0.2291196503300332,-14.10404927981889,True
gsm8k_30,0.9964239857220648,-0.3067563787655218,-13.877529485428184,True
gsm8k_30,0.9958880319823475,-0.29761997236164583,-14.792016816633515,True
gsm8k_31,0.9973795248084515,-0.2748305923359934,-9.660043098619425,True
gsm8k_31,0.9974326033308073,-0.2566525687082102,-11.58815305290985,True
gsm8k_31,0.9970482037017919,-0.2687563457656825,-13.139752057144962,True
gsm8k_31,0.9974520307574815,-0.2898252033060391,-11.954595164358526,True
gsm8k_31,0.9948167411545507,-0.3160135319577369,-10.80734057320276,True
gsm8k_31,0.9976618473463053,-0.25709985866062945,-10.61989332117149,True
gsm8k_31,0.9980180179602695,-0.23518877399827426,-11.188919073865442,True
gsm8k_32,0.995818813961949,-0.27549305061681406,-12.45427473763097,True
gsm8k_32,0.9971673367725014,-0.283349636806291,-12.715272055450571,True
gsm8k_32,0.9982640659488955,-0.2368208590732545,-11.820906687478145,True
gsm8k_32,0.9983709010416632,-0.27582338615415697,-12.157584067538432,True
gsm8k_32,0.9976066239693459,-0.1989213277710174,-11.831919062050712,True
gsm8k_32,0.9981104941950316,-0.21796172686321544,-12.366749363660627,True
gsm8k_32,0.9966336310357854,-0.29527561074405967,-13.358606137348476,True
gsm8k_33,0.9955165666049378,-0.23606031556471643,-14.247912995731108,True
gsm8k_33,0.9949710989192453,-0.25396875761148596,-12.277355728105444,True
gsm8k_33,0.995871594671508,-0.26722026813482247,-12.89186842750718,True
gsm8k_33,0.9973883464719769,-0.2564499630619126,-13.801616893654664,False
gsm8k_33,0.9966502621658244,-0.2383400083521315,-13.041690969444387,True
gsm8k_33,0.9939781123999134,-0.296642043638499,-13.605132149884376,True
gsm8k_33,0.9936537769313162,-0.2916763348615332,-13.967334645217461,True
gsm8k_34,0.9954431036823523,-0.2375619170615429,-12.304277652784663,True
gsm8k_34,0.9944270060645839,-0.23403568555759788,-13.143620645844253,True
gsm8k_34,0.9956360390317811,-0.24308803697886602,-13.130394355828047,True
gsm8k_34,0.994091309937961,-0.26059194720479595,-10.371721606290595,True
gsm8k_34,0.9964553570353003,-0.21800956237388988,-12.861995227241948,True
gsm8k_34,0.9938521392239289,-0.27957964430601184,-14.618650151475766,True
gsm8k_34,0.9945769932982306,-0.30085862222634907,-11.021976215120702,True
gsm8k_35,0.9968261178250067,-0.2961832928542171,-11.373535783568522,True
